"RUT","Nemotecnico","Nombre","Tipo.de.Activo","Tipo de Activo"
"9816","CFMLVCAMDI","FONDO MUTUO LARRAINVIAL CUENTA ACTIVA MODERADA DÓLAR","Balanceados",NA
"9816","CFMLVCAMDT","FONDO MUTUO LARRAINVIAL CUENTA ACTIVA MODERADA DÓLAR","Balanceados",NA
"8723","CFMLVENFQF","FONDO MUTUO LARRAINVIAL ENFOQUE","Renta Variable",NA
"8723","CFMLVENFQI","FONDO MUTUO LARRAINVIAL ENFOQUE","Renta Variable",NA
"8723","CFMLVENFQA","FONDO MUTUO LARRAINVIAL ENFOQUE","Renta Variable",NA
"8723","CFMLVENFOL","FONDO MUTUO LARRAINVIAL ENFOQUE","Renta Variable",NA
"8723","CFMLVENFQP","FONDO MUTUO LARRAINVIAL ENFOQUE","Renta Variable",NA
"8437","CFMLVEEUUF","FONDO MUTUO LARRAINVIAL ESTADOS UNIDOS","Renta Variable",NA
"8437","CFMLVEEUUA","FONDO MUTUO LARRAINVIAL ESTADOS UNIDOS","Renta Variable",NA
"8437","CFMLVEEUUI","FONDO MUTUO LARRAINVIAL ESTADOS UNIDOS","Renta Variable",NA
"8437","CFMLVEEUUP","FONDO MUTUO LARRAINVIAL ESTADOS UNIDOS","Renta Variable",NA
"8437","CFMLVEEUUL","FONDO MUTUO LARRAINVIAL ESTADOS UNIDOS","Renta Variable",NA
"9027","CFMLVEUROF","FONDO MUTUO LARRAINVIAL EUROPA","Renta Variable",NA
"9027","CFMLVEUROA","FONDO MUTUO LARRAINVIAL EUROPA","Renta Variable",NA
"9027","CFMLVEUROL","FONDO MUTUO LARRAINVIAL EUROPA","Renta Variable",NA
"9027","CFMLVEUROP","FONDO MUTUO LARRAINVIAL EUROPA","Renta Variable",NA
"9027","CFMLVEUROI","FONDO MUTUO LARRAINVIAL EUROPA","Renta Variable",NA
"8705","CFMLVLATIF","FONDO MUTUO LARRAINVIAL LATINOAMERICANO","Renta Variable",NA
"8705","CFMLVLATIN","FONDO MUTUO LARRAINVIAL LATINOAMERICANO","Renta Variable",NA
"8705","CFMLVLATII","FONDO MUTUO LARRAINVIAL LATINOAMERICANO","Renta Variable",NA
"8705","CFMLVLATIP","FONDO MUTUO LARRAINVIAL LATINOAMERICANO","Renta Variable",NA
"8705","CFMLVLATIL","FONDO MUTUO LARRAINVIAL LATINOAMERICANO","Renta Variable",NA
"8177","CFMLVCASHI","FONDO MUTUO LARRAINVIAL MONETARIO","Money Market",NA
"8177","CFMLVCHSF","FONDO MUTUO LARRAINVIAL MONETARIO","Money Market",NA
"8177","CFMLVCASHA","FONDO MUTUO LARRAINVIAL MONETARIO","Money Market",NA
"8177","CFMLVCASHL","FONDO MUTUO LARRAINVIAL MONETARIO","Money Market",NA
"8177","CFMLVCASHP","FONDO MUTUO LARRAINVIAL MONETARIO","Money Market",NA
"8606","CFMLVMMAKI","FONDO MUTUO LARRAINVIAL MONEY MARKET","Money Market",NA
"8606","CFMLVMMAKF","FONDO MUTUO LARRAINVIAL MONEY MARKET","Money Market",NA
"8606","CFMLVMMAKA","FONDO MUTUO LARRAINVIAL MONEY MARKET","Money Market",NA
"8606","CFMLVMONEL","FONDO MUTUO LARRAINVIAL MONEY MARKET","Money Market",NA
"8245","CFMLVPOLIF","FONDO MUTUO LARRAINVIAL PORTFOLIO LIDER","Balanceados",NA
"8245","CFMLVPOLID","FONDO MUTUO LARRAINVIAL PORTFOLIO LIDER","Balanceados",NA
"8245","CFMLVLIDEI","FONDO MUTUO LARRAINVIAL PORTFOLIO LIDER","Balanceados",NA
"8245","CFMLVLIDEP","FONDO MUTUO LARRAINVIAL PORTFOLIO LIDER","Balanceados",NA
"8245","CFMLVLIDEL","FONDO MUTUO LARRAINVIAL PORTFOLIO LIDER","Balanceados",NA
"8788","CFMLVPROTX","FONDO MUTUO LARRAINVIAL PROTECCION","Balanceados",NA
"8788","CFMLVPROTA","FONDO MUTUO LARRAINVIAL PROTECCION","Balanceados",NA
"8788","CFMLVPROTF","FONDO MUTUO LARRAINVIAL PROTECCION","Balanceados",NA
"8788","CFMLVPROTP","FONDO MUTUO LARRAINVIAL PROTECCION","Balanceados",NA
"8788","CFMLVPROTI","FONDO MUTUO LARRAINVIAL PROTECCION","Balanceados",NA
"8438","CFMPRIASIP","FONDO MUTUO PRINCIPAL ASIA EQUITY","Renta Variable",NA
"8438","CFMPRIASIH","FONDO MUTUO PRINCIPAL ASIA EQUITY","Renta Variable",NA
"8438","CFMPRIASPT","FONDO MUTUO PRINCIPAL ASIA EQUITY","Renta Variable",NA
"8438","CFMPRIASIK","FONDO MUTUO PRINCIPAL ASIA EQUITY","Renta Variable",NA
"8438","CFMPRIASIG","FONDO MUTUO PRINCIPAL ASIA EQUITY","Renta Variable",NA
"8438","CFMPRIASIV","FONDO MUTUO PRINCIPAL ASIA EQUITY","Renta Variable",NA
"8438","CFMPRIASIO","FONDO MUTUO PRINCIPAL ASIA EQUITY","Renta Variable",NA
"8438","CFMPRIASIB","FONDO MUTUO PRINCIPAL ASIA EQUITY","Renta Variable",NA
"8438","CFMPRIASGL","FONDO MUTUO PRINCIPAL ASIA EQUITY","Renta Variable",NA
"8038","CFMPRICAPO","FONDO MUTUO PRINCIPAL CAPITALES ACCIONES CHILENAS","Renta Variable",NA
"8038","CFMPRICAPG","FONDO MUTUO PRINCIPAL CAPITALES ACCIONES CHILENAS","Renta Variable",NA
"8038","CFMPRICAPT","FONDO MUTUO PRINCIPAL CAPITALES ACCIONES CHILENAS","Renta Variable",NA
"8038","CFMPRICAPH","FONDO MUTUO PRINCIPAL CAPITALES ACCIONES CHILENAS","Renta Variable",NA
"8038","CFMPRICAPP","FONDO MUTUO PRINCIPAL CAPITALES ACCIONES CHILENAS","Renta Variable",NA
"8038","CFMPRICAIV","FONDO MUTUO PRINCIPAL CAPITALES ACCIONES CHILENAS","Renta Variable",NA
"8038","CFMPRICAPK","FONDO MUTUO PRINCIPAL CAPITALES ACCIONES CHILENAS","Renta Variable",NA
"8038","CFMPRICAPB","FONDO MUTUO PRINCIPAL CAPITALES ACCIONES CHILENAS","Renta Variable",NA
"8038","CFMPRICAGL","FONDO MUTUO PRINCIPAL CAPITALES ACCIONES CHILENAS","Renta Variable",NA
"8250","CFMPRIDCPG","FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO","Renta Fija",NA
"8250","CFMPRIDCPT","FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO","Renta Fija",NA
"8250","CFMPRIDCIV","FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO","Renta Fija",NA
"8250","CFMPRIDCPH","FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO","Renta Fija",NA
"8250","CFMPRIDCPB","FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO","Renta Fija",NA
"8250","CFMPRIDCPP","FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO","Renta Fija",NA
"8250","CFMPRIDCPK","FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO","Renta Fija",NA
"8250","CFMPRIDCGL","FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO","Renta Fija",NA
"8250","CFMPRIDCPO","FONDO MUTUO PRINCIPAL DEUDA CORTO PLAZO","Renta Fija",NA
"8251","CFMPRIDFPT","FONDO MUTUO PRINCIPAL DEUDA FLEXIBLE","Balanceados",NA
"8251","CFMPRIDFIV","FONDO MUTUO PRINCIPAL DEUDA FLEXIBLE","Balanceados",NA
"8251","CFMPRIDFLH","FONDO MUTUO PRINCIPAL DEUDA FLEXIBLE","Balanceados",NA
"8251","CFMPRIDFLG","FONDO MUTUO PRINCIPAL DEUDA FLEXIBLE","Balanceados",NA
"8251","CFMPRIDFLK","FONDO MUTUO PRINCIPAL DEUDA FLEXIBLE","Balanceados",NA
"8251","CFMPRIDFLP","FONDO MUTUO PRINCIPAL DEUDA FLEXIBLE","Balanceados",NA
"8251","CFMPRIDFLB","FONDO MUTUO PRINCIPAL DEUDA FLEXIBLE","Balanceados",NA
"8251","CFMPRIDFGL","FONDO MUTUO PRINCIPAL DEUDA FLEXIBLE","Balanceados",NA
"8619","CFMPRIREMO","FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL","Renta Fija",NA
"8619","CFMPRIDEIP","FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL","Renta Fija",NA
"8619","CFMPRIREMG","FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL","Renta Fija",NA
"8619","CFMPRIDIIV","FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL","Renta Fija",NA
"8619","CFMPRIDEIK","FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL","Renta Fija",NA
"8619","CFMPRIDEIH","FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL","Renta Fija",NA
"8619","CFMPRIDIPT","FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL","Renta Fija",NA
"8619","CFMPRIREMB","FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL","Renta Fija",NA
"8619","CFMPRIDIGL","FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL","Renta Fija",NA
"8619","CFMPRIDII2","FONDO MUTUO PRINCIPAL DEUDA INTERNACIONAL","Renta Fija",NA
"8422","CFMPRIDMIV","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO","Renta Fija",NA
"8422","CFMPRIDMPT","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO","Renta Fija",NA
"8422","CFMPRIDMPG","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO","Renta Fija",NA
"8422","CFMPRIDMPH","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO","Renta Fija",NA
"8422","CFMPRIDMPP","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO","Renta Fija",NA
"8422","CFMPRIDMPK","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO","Renta Fija",NA
"8422","CFMPRIDMPB","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO","Renta Fija",NA
"8422","CFMPRIDMGL","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO","Renta Fija",NA
"8422","CFMPRIDMPO","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO","Renta Fija",NA
"9597","CFMPRIUFPT","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO UF","Renta Fija",NA
"9597","CFMPRIUFIV","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO UF","Renta Fija",NA
"9597","CFMPRIDUFG","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO UF","Renta Fija",NA
"9597","CFMPRIDUFP","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO UF","Renta Fija",NA
"9597","CFMPRIDUFH","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO UF","Renta Fija",NA
"9597","CFMPRIDUFK","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO UF","Renta Fija",NA
"9597","CFMPRIDUFO","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO UF","Renta Fija",NA
"9597","CFMPRIUFGL","FONDO MUTUO PRINCIPAL DEUDA MEDIANO PLAZO UF","Renta Fija",NA
"8610","CFMPRIEUEP","FONDO MUTUO PRINCIPAL EMERGING EUROPE EQUITY","Renta Variable",NA
"8610","CFMPRIEEIV","FONDO MUTUO PRINCIPAL EMERGING EUROPE EQUITY","Renta Variable",NA
"8610","CFMPRIEUEH","FONDO MUTUO PRINCIPAL EMERGING EUROPE EQUITY","Renta Variable",NA
"8610","CFMPRIEUEK","FONDO MUTUO PRINCIPAL EMERGING EUROPE EQUITY","Renta Variable",NA
"8610","CFMPRIEUEG","FONDO MUTUO PRINCIPAL EMERGING EUROPE EQUITY","Renta Variable",NA
"8610","CFMPRIEUEO","FONDO MUTUO PRINCIPAL EMERGING EUROPE EQUITY","Renta Variable",NA
"8610","CFMPRIEUEB","FONDO MUTUO PRINCIPAL EMERGING EUROPE EQUITY","Renta Variable",NA
"8610","CFMPRIEEPT","FONDO MUTUO PRINCIPAL EMERGING EUROPE EQUITY","Renta Variable",NA
"8610","CFMPRIEEGL","FONDO MUTUO PRINCIPAL EMERGING EUROPE EQUITY","Renta Variable",NA
"8097","CFMPRIEURO","FONDO MUTUO PRINCIPAL EUROPE EQUITY","Renta Variable",NA
"8097","CFMPRIEURH","FONDO MUTUO PRINCIPAL EUROPE EQUITY","Renta Variable",NA
"8097","CFMPRIEURP","FONDO MUTUO PRINCIPAL EUROPE EQUITY","Renta Variable",NA
"8097","CFMPRIEURG","FONDO MUTUO PRINCIPAL EUROPE EQUITY","Renta Variable",NA
"8097","CFMPRIEURK","FONDO MUTUO PRINCIPAL EUROPE EQUITY","Renta Variable",NA
"8097","CFMPRIEUIV","FONDO MUTUO PRINCIPAL EUROPE EQUITY","Renta Variable",NA
"8097","CFMPRIEUPT","FONDO MUTUO PRINCIPAL EUROPE EQUITY","Renta Variable",NA
"8097","CFMPRIEQUB","FONDO MUTUO PRINCIPAL EUROPE EQUITY","Renta Variable",NA
"9593","CFMPRIGAAH","FONDO MUTUO PRINCIPAL GESTION ACTIVA ARRIESGADO","Balanceados",NA
"9593","CFMPRIGAAG","FONDO MUTUO PRINCIPAL GESTION ACTIVA ARRIESGADO","Balanceados",NA
"9593","CFMPRIGAAK","FONDO MUTUO PRINCIPAL GESTION ACTIVA ARRIESGADO","Balanceados",NA
"9593","CFMPRIAAIV","FONDO MUTUO PRINCIPAL GESTION ACTIVA ARRIESGADO","Balanceados",NA
"9593","CFMPRIAAPT","FONDO MUTUO PRINCIPAL GESTION ACTIVA ARRIESGADO","Balanceados",NA
"9593","CFMPRIGAAP","FONDO MUTUO PRINCIPAL GESTION ACTIVA ARRIESGADO","Balanceados",NA
"9593","CFMPRIGAAB","FONDO MUTUO PRINCIPAL GESTION ACTIVA ARRIESGADO","Balanceados",NA
"9593","CFMPRIAAGL","FONDO MUTUO PRINCIPAL GESTION ACTIVA ARRIESGADO","Balanceados",NA
"9595","CFMPRIACIV","FONDO MUTUO PRINCIPAL GESTION ACTIVA CONSERVADOR","Balanceados",NA
"9595","CFMPRIACPT","FONDO MUTUO PRINCIPAL GESTION ACTIVA CONSERVADOR","Balanceados",NA
"9595","CFMPRIGACG","FONDO MUTUO PRINCIPAL GESTION ACTIVA CONSERVADOR","Balanceados",NA
"9595","CFMPRIGACH","FONDO MUTUO PRINCIPAL GESTION ACTIVA CONSERVADOR","Balanceados",NA
"9595","CFMPRIGACP","FONDO MUTUO PRINCIPAL GESTION ACTIVA CONSERVADOR","Balanceados",NA
"9595","CFMPRIGACB","FONDO MUTUO PRINCIPAL GESTION ACTIVA CONSERVADOR","Balanceados",NA
"9595","CFMPRIGACK","FONDO MUTUO PRINCIPAL GESTION ACTIVA CONSERVADOR","Balanceados",NA
"9595","CFMPRIACGL","FONDO MUTUO PRINCIPAL GESTION ACTIVA CONSERVADOR","Balanceados",NA
"9594","CFMPRIGAMG","FONDO MUTUO PRINCIPAL GESTION ACTIVA MODERADO","Balanceados",NA
"9594","CFMPRIAMIV","FONDO MUTUO PRINCIPAL GESTION ACTIVA MODERADO","Balanceados",NA
"9594","CFMPRIGAMH","FONDO MUTUO PRINCIPAL GESTION ACTIVA MODERADO","Balanceados",NA
"9594","CFMPRIAMPT","FONDO MUTUO PRINCIPAL GESTION ACTIVA MODERADO","Balanceados",NA
"9594","CFMPRIGAMK","FONDO MUTUO PRINCIPAL GESTION ACTIVA MODERADO","Balanceados",NA
"9594","CFMPRIGAMP","FONDO MUTUO PRINCIPAL GESTION ACTIVA MODERADO","Balanceados",NA
"9594","CFMPRIGAMB","FONDO MUTUO PRINCIPAL GESTION ACTIVA MODERADO","Balanceados",NA
"9594","CFMPRIAMGL","FONDO MUTUO PRINCIPAL GESTION ACTIVA MODERADO","Balanceados",NA
"8824","CFMPRIGMAH","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY ARRIESGADO","Balanceados",NA
"8824","CFMPRIGMAB","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY ARRIESGADO","Balanceados",NA
"8824","CFMPRIGMAP","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY ARRIESGADO","Balanceados",NA
"8824","CFMPRIGMAG","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY ARRIESGADO","Balanceados",NA
"8824","CFMPRIMAIV","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY ARRIESGADO","Balanceados",NA
"8824","CFMPRIGMAK","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY ARRIESGADO","Balanceados",NA
"8824","CFMPRIMAPT","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY ARRIESGADO","Balanceados",NA
"8824","CFMPRIMAGL","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY ARRIESGADO","Balanceados",NA
"8824","CFMPRIMAI2","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY ARRIESGADO","Balanceados",NA
"8824","CFMPRIGMAO","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY ARRIESGADO","Balanceados",NA
"9596","CFMPRIGMCG","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY CONSERVADOR","Balanceados",NA
"9596","CFMPRIMCIV","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY CONSERVADOR","Balanceados",NA
"9596","CFMPRIMCPT","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY CONSERVADOR","Balanceados",NA
"9596","CFMPRIGMCH","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY CONSERVADOR","Balanceados",NA
"9596","CFMPRIGMCP","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY CONSERVADOR","Balanceados",NA
"9596","CFMPRIGMCB","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY CONSERVADOR","Balanceados",NA
"9596","CFMPRIGMCK","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY CONSERVADOR","Balanceados",NA
"9596","CFMPRIMCGL","FONDO MUTUO PRINCIPAL GESTION ACTIVA MUY CONSERVADOR","Balanceados",NA
"8098","CFMPRILATO","FONDO MUTUO PRINCIPAL LATAM EQUITY","Renta Variable",NA
"8098","CFMPRILAEG","FONDO MUTUO PRINCIPAL LATAM EQUITY","Renta Variable",NA
"8098","CFMPRILAEP","FONDO MUTUO PRINCIPAL LATAM EQUITY","Renta Variable",NA
"8098","CFMPRILTIV","FONDO MUTUO PRINCIPAL LATAM EQUITY","Renta Variable",NA
"8098","CFMPRILAEH","FONDO MUTUO PRINCIPAL LATAM EQUITY","Renta Variable",NA
"8098","CFMPRILTPT","FONDO MUTUO PRINCIPAL LATAM EQUITY","Renta Variable",NA
"8098","CFMPRILAEK","FONDO MUTUO PRINCIPAL LATAM EQUITY","Renta Variable",NA
"8098","CFMPRILATB","FONDO MUTUO PRINCIPAL LATAM EQUITY","Renta Variable",NA
"8098","CFMPRILTGL","FONDO MUTUO PRINCIPAL LATAM EQUITY","Renta Variable",NA
"9033","CFMPRIPERO","FONDO MUTUO PRINCIPAL PERMANENCIA DEUDA EXTRA LARGO PLAZO","Renta Fija",NA
"9033","CFMPRIPEPT","FONDO MUTUO PRINCIPAL PERMANENCIA DEUDA EXTRA LARGO PLAZO","Renta Fija",NA
"9033","CFMPRIPEIV","FONDO MUTUO PRINCIPAL PERMANENCIA DEUDA EXTRA LARGO PLAZO","Renta Fija",NA
"9033","CFMPRIPERG","FONDO MUTUO PRINCIPAL PERMANENCIA DEUDA EXTRA LARGO PLAZO","Renta Fija",NA
"9033","CFMPRIPERP","FONDO MUTUO PRINCIPAL PERMANENCIA DEUDA EXTRA LARGO PLAZO","Renta Fija",NA
"9033","CFMPRIPERH","FONDO MUTUO PRINCIPAL PERMANENCIA DEUDA EXTRA LARGO PLAZO","Renta Fija",NA
"9033","CFMPRIPERB","FONDO MUTUO PRINCIPAL PERMANENCIA DEUDA EXTRA LARGO PLAZO","Renta Fija",NA
"9033","CFMPRIPERK","FONDO MUTUO PRINCIPAL PERMANENCIA DEUDA EXTRA LARGO PLAZO","Renta Fija",NA
"9033","CFMPRIPEGL","FONDO MUTUO PRINCIPAL PERMANENCIA DEUDA EXTRA LARGO PLAZO","Renta Fija",NA
"8089","CFMPRIPRGO","FONDO MUTUO PRINCIPAL PROGRESION DEUDA LARGO PLAZO","Renta Fija",NA
"8089","CFMPRIPRIV","FONDO MUTUO PRINCIPAL PROGRESION DEUDA LARGO PLAZO","Renta Fija",NA
"8089","CFMPRIPRPT","FONDO MUTUO PRINCIPAL PROGRESION DEUDA LARGO PLAZO","Renta Fija",NA
"8089","CFMPRIPRGG","FONDO MUTUO PRINCIPAL PROGRESION DEUDA LARGO PLAZO","Renta Fija",NA
"8089","CFMPRIPRGL","FONDO MUTUO PRINCIPAL PROGRESION DEUDA LARGO PLAZO","Renta Fija",NA
"8089","CFMPRIPRGH","FONDO MUTUO PRINCIPAL PROGRESION DEUDA LARGO PLAZO","Renta Fija",NA
"8089","CFMPRIPRGP","FONDO MUTUO PRINCIPAL PROGRESION DEUDA LARGO PLAZO","Renta Fija",NA
"8089","CFMPRIPRGK","FONDO MUTUO PRINCIPAL PROGRESION DEUDA LARGO PLAZO","Renta Fija",NA
"8089","CFMPRIPRGB","FONDO MUTUO PRINCIPAL PROGRESION DEUDA LARGO PLAZO","Renta Fija",NA
"8113","CFMPRIUSAO","FONDO MUTUO PRINCIPAL USA EQUITY","Renta Variable",NA
"8113","CFMPRIUSAH","FONDO MUTUO PRINCIPAL USA EQUITY","Renta Variable",NA
"8113","CFMPRIUSPT","FONDO MUTUO PRINCIPAL USA EQUITY","Renta Variable",NA
"8113","CFMPRIUSAP","FONDO MUTUO PRINCIPAL USA EQUITY","Renta Variable",NA
"8113","CFMPRIUSIV","FONDO MUTUO PRINCIPAL USA EQUITY","Renta Variable",NA
"8113","CFMPRIUSAG","FONDO MUTUO PRINCIPAL USA EQUITY","Renta Variable",NA
"8113","CFMPRIUSAK","FONDO MUTUO PRINCIPAL USA EQUITY","Renta Variable",NA
"8113","CFMPRIUSAB","FONDO MUTUO PRINCIPAL USA EQUITY","Renta Variable",NA
"8113","CFMPRIUSGL","FONDO MUTUO PRINCIPAL USA EQUITY","Renta Variable",NA
"8011","CFMPRIVISO","FONDO MUTUO PRINCIPAL VISION MONEY MARKET","Money Market",NA
"8011","CFMPRIVIIV","FONDO MUTUO PRINCIPAL VISION MONEY MARKET","Money Market",NA
"8011","CFMPRIVIGL","FONDO MUTUO PRINCIPAL VISION MONEY MARKET","Money Market",NA
"8011","CFMPRIVIPT","FONDO MUTUO PRINCIPAL VISION MONEY MARKET","Money Market",NA
"8011","CFMPRIVISG","FONDO MUTUO PRINCIPAL VISION MONEY MARKET","Money Market",NA
"8011","CFMPRIVISH","FONDO MUTUO PRINCIPAL VISION MONEY MARKET","Money Market",NA
"8011","CFMPRIVISP","FONDO MUTUO PRINCIPAL VISION MONEY MARKET","Money Market",NA
"8011","CFMPRIVISB","FONDO MUTUO PRINCIPAL VISION MONEY MARKET","Money Market",NA
"8011","CFMPRIVISK","FONDO MUTUO PRINCIPAL VISION MONEY MARKET","Money Market",NA
"8011","CFMPRIVISI","FONDO MUTUO PRINCIPAL VISION MONEY MARKET","Money Market",NA
"8316","CFMESTPROA","FONDO MUTUO PROTECCION BANCOESTADO","Renta Fija",NA
"8316","CFMESTPROB","FONDO MUTUO PROTECCION BANCOESTADO","Renta Fija",NA
"8316","CFMESTPROI","FONDO MUTUO PROTECCION BANCOESTADO","Renta Fija",NA
"8316","CFMESTPROC","FONDO MUTUO PROTECCION BANCOESTADO","Renta Fija",NA
"8316","CFMESTPROF","FONDO MUTUO PROTECCION BANCOESTADO","Renta Fija",NA
"10331","CFMPRUACHA","FONDO MUTUO PRUDENTIAL ACCIONES CHILE","Sin clasificación",NA
"10332","CFMPRUAMUA","FONDO MUTUO PRUDENTIAL ACCIONES MUNDO","Sin clasificación",NA
"10330","CFMPRURINA","FONDO MUTUO PRUDENTIAL RENTA INTERNACIONAL","Sin clasificación",NA
"10329","CFMPRUREUA","FONDO MUTUO PRUDENTIAL RENTA UF","Sin clasificación",NA
"8076","CFMSTDACHE","FONDO MUTUO SANTANDER ACCIONES CHILENAS","Renta Variable",NA
"8076","CFMSTDACHU","FONDO MUTUO SANTANDER ACCIONES CHILENAS","Renta Variable",NA
"8076","CFMSTDACHI","FONDO MUTUO SANTANDER ACCIONES CHILENAS","Renta Variable",NA
"8076","CFMSTDACC3","FONDO MUTUO SANTANDER ACCIONES CHILENAS","Renta Variable",NA
"8076","CFMSTDACCG","FONDO MUTUO SANTANDER ACCIONES CHILENAS","Renta Variable",NA
"8076","CFMSTDACCI","FONDO MUTUO SANTANDER ACCIONES CHILENAS","Renta Variable",NA
"8076","CFMSTDACHM","FONDO MUTUO SANTANDER ACCIONES CHILENAS","Renta Variable",NA
"9254","CFMSTDAEU3","FONDO MUTUO SANTANDER ACCIONES EUROPA","Renta Variable",NA
"9254","CFMSTDAEAM","FONDO MUTUO SANTANDER ACCIONES EUROPA","Renta Variable",NA
"9254","CFMSTDAEUG","FONDO MUTUO SANTANDER ACCIONES EUROPA","Renta Variable",NA
"8160","CFMSTDLATB","FONDO MUTUO SANTANDER ACCIONES LATINOAMÉRICA","Renta Variable",NA
"8160","CFMSTDLATC","FONDO MUTUO SANTANDER ACCIONES LATINOAMÉRICA","Renta Variable",NA
"8160","CFMSTDLACC","FONDO MUTUO SANTANDER ACCIONES LATINOAMÉRICA","Renta Variable",NA
"8160","CFMSTDACLG","FONDO MUTUO SANTANDER ACCIONES LATINOAMÉRICA","Renta Variable",NA
"8160","CFMSTDACL3","FONDO MUTUO SANTANDER ACCIONES LATINOAMÉRICA","Renta Variable",NA
"8160","CFMSTDALAM","FONDO MUTUO SANTANDER ACCIONES LATINOAMÉRICA","Renta Variable",NA
"8372","CFMSTDASEP","FONDO MUTUO SANTANDER ACCIONES SELECTAS CHILE","Renta Variable",NA
"8372","CFMSTDASC3","FONDO MUTUO SANTANDER ACCIONES SELECTAS CHILE","Renta Variable",NA
"8372","CFMSTDASEV","FONDO MUTUO SANTANDER ACCIONES SELECTAS CHILE","Renta Variable",NA
"9222","CFMSTDAMPE","FONDO MUTUO SANTANDER AHORRO MEDIANO PLAZO","Renta Fija",NA
"9222","CFMSTDAMDI","FONDO MUTUO SANTANDER AHORRO MEDIANO PLAZO","Renta Fija",NA
"9222","CFMSTDAMPI","FONDO MUTUO SANTANDER AHORRO MEDIANO PLAZO","Renta Fija",NA
"9222","CFMSTDAMPU","FONDO MUTUO SANTANDER AHORRO MEDIANO PLAZO","Renta Fija",NA
"9222","CFMSTDAMAM","FONDO MUTUO SANTANDER AHORRO MEDIANO PLAZO","Renta Fija",NA
"9222","CFMSTDAMPG","FONDO MUTUO SANTANDER AHORRO MEDIANO PLAZO","Renta Fija",NA
"8287","CFMSTDBLHA","FONDO MUTUO SANTANDER BONOS NACIONALES","Renta Fija",NA
"8287","CFMSTDBNCO","FONDO MUTUO SANTANDER BONOS NACIONALES","Renta Fija",NA
"8287","CFMSTDBLHB","FONDO MUTUO SANTANDER BONOS NACIONALES","Renta Fija",NA
"8287","CFMSTDBLHC","FONDO MUTUO SANTANDER BONOS NACIONALES","Renta Fija",NA
"8287","CFMSTDBLHF","FONDO MUTUO SANTANDER BONOS NACIONALES","Renta Fija",NA
"8287","CFMSTDBNAG","FONDO MUTUO SANTANDER BONOS NACIONALES","Renta Fija",NA
"8287","CFMSTDBNA3","FONDO MUTUO SANTANDER BONOS NACIONALES","Renta Fija",NA
